"circuit","pageUrl","alt","imageUrl","fileName","status","bytes","error"
"Balaton Park","https://www.racingcircuits.info/europe/hungary/balaton-park.html","Map of Balaton Park, Full Circuit 2023-4","https://www.racingcircuits.info/assets/images/maps/Europe/Hungary/Balaton%20Park/Balaton%20Park-2023.png","Balaton-Park__Balaton20Park-2023__4e0bcfad.png","skipped","125761",""
"Balaton Park","https://www.racingcircuits.info/europe/hungary/balaton-park.html","Map of the Next Gen in California circuit","https://www.racingcircuits.info/assets/images/maps/Europe/Hungary/Balaton%20Park/Balaton-Park-Aerial.png","Balaton-Park__Balaton-Park-Aerial__6f43d840.png","skipped","667247",""
"Bangsaen Street Circuit","https://www.racingcircuits.info/asia/thailand/bangsaen.html","Map of Bangsaen Street Circuit, Speed Festival circuit 2009 to date","https://www.racingcircuits.info/assets/images/maps/Asia/Thailand/Bangsaen/Bangsaen09.png","Bangsaen-Street-Circuit__Bangsaen09__15023c13.png","skipped","90908",""
"Bangsaen Street Circuit","https://www.racingcircuits.info/asia/thailand/bangsaen.html","Map of Bangsaen Street Circuit, Speed Festival circuit 2007-08","https://www.racingcircuits.info/assets/images/maps/Asia/Thailand/Bangsaen/Bangsaen07.png","Bangsaen-Street-Circuit__Bangsaen07__22ba64fa.png","skipped","88351",""
"Barber Motorsports Park","https://www.racingcircuits.info/north-america/usa/barber-motorsports-park.html","Map of Barber Motorsports Park, Main Circuit 2003 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Barber/Barber-Motorsports-Park.png","Barber-Motorsports-Park__Barber-Motorsports-Park__7bffb78a.png","skipped","70106",""
"Barber Motorsports Park","https://www.racingcircuits.info/north-america/usa/barber-motorsports-park.html","Map of Barber Motorsports Park, Short Circuit 2003 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Barber/Barber-Motorsports-Park-Short.png","Barber-Motorsports-Park__Barber-Motorsports-Park-Short__17d66ffd.png","skipped","60846",""
"Baskerville Raceway","https://www.racingcircuits.info/australasia/australia/baskerville-raceway.html","Map of Baskerville Raceway, Full Circuit 1986 to date","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Baskerville/Baskerville-1986.png","Baskerville-Raceway__Baskerville-1986__0597a8aa.png","skipped","61354",""
"Barber Motorsports Park","https://www.racingcircuits.info/north-america/usa/barber-motorsports-park.html","Map of Barber Motorsports Park, Club Circuit 2003 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Barber/Barber-Motorsports-Park-Club.png","Barber-Motorsports-Park__Barber-Motorsports-Park-Club__91af19c6.png","skipped","53661",""
"Baskerville Raceway","https://www.racingcircuits.info/australasia/australia/baskerville-raceway.html","Map of Baskerville Raceway, Full Circuit 1979-85","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Baskerville/Baskerville-1979.png","Baskerville-Raceway__Baskerville-1979__931b5dee.png","skipped","60064",""
"Baskerville Raceway","https://www.racingcircuits.info/australasia/australia/baskerville-raceway.html","Map of Baskerville Raceway, Full Circuit 1975-78","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Baskerville/Baskerville-1975.png","Baskerville-Raceway__Baskerville-1975__bf560454.png","skipped","59529",""
"Baskerville Raceway","https://www.racingcircuits.info/australasia/australia/baskerville-raceway.html","Map of Baskerville Raceway, Full Circuit 1958-69","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Baskerville/Baskerville-1958.png","Baskerville-Raceway__Baskerville-1958__9e2c62ba.png","skipped","57522",""
"Baskerville Raceway","https://www.racingcircuits.info/australasia/australia/baskerville-raceway.html","Map of Baskerville Raceway, Full Circuit 1970-75","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Baskerville/Baskerville-1970.png","Baskerville-Raceway__Baskerville-1970__e208b518.png","skipped","58162",""
"Batangas","https://www.racingcircuits.info/asia/philippines/batangas.html","Map of Batangas, Full Circuit 2005 to date","https://www.racingcircuits.info/assets/images/maps/Asia/Philippines/Batangas/Batangas-2005.png","Batangas__Batangas-2005__dc7608ed.png","skipped","95140",""
"Batangas","https://www.racingcircuits.info/asia/philippines/batangas.html","Map of Batangas, Short Circuit 2005 to date","https://www.racingcircuits.info/assets/images/maps/Asia/Philippines/Batangas/Batangas-Short-2005.png","Batangas__Batangas-Short-2005__876427c5.png","skipped","86986",""
"Batangas","https://www.racingcircuits.info/asia/philippines/batangas.html","Map of Batangas, Full Circuit 2002-04","https://www.racingcircuits.info/assets/images/maps/Asia/Philippines/Batangas/Batangas-2002.png","Batangas__Batangas-2002__88ac3c34.png","skipped","149790",""
"Batangas","https://www.racingcircuits.info/asia/philippines/batangas.html","Map of Batangas, Short Circuit 2002-04","https://www.racingcircuits.info/assets/images/maps/Asia/Philippines/Batangas/Batangas-Short-2002.png","Batangas__Batangas-Short-2002__e5d599f1.png","skipped","84397",""
"Batangas","https://www.racingcircuits.info/asia/philippines/batangas.html","Map of Batangas, Full Circuit 1996-2001","https://www.racingcircuits.info/assets/images/maps/Asia/Philippines/Batangas/Batangas-1996.png","Batangas__Batangas-1996__418da287.png","skipped","74078",""
"Bathurst Mount Panorama","https://www.racingcircuits.info/australasia/australia/bathurst-mount-panorama.html","Map of Bathurst Mount Panorama, Mount Panorama Circuit 1987 to date","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Mount%20Panorama/MountPanorama87.png","Bathurst-Mount-Panorama__MountPanorama87__880da136.png","skipped","135546",""
"Bathurst Mount Panorama","https://www.racingcircuits.info/australasia/australia/bathurst-mount-panorama.html","Map of Bathurst Mount Panorama, Mount Panorama Circuit 1938-1986","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Mount%20Panorama/MountPanorama38.png","Bathurst-Mount-Panorama__MountPanorama38__983d5e31.png","skipped","132994",""
"Battersea Park","https://www.racingcircuits.info/europe/united-kingdom/battersea-park.html","Map of Battersea Park, ePrix Circuit 2015-16","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Battersea/Battersea-15.png","Battersea-Park__Battersea-15__6cc3c9b4.png","skipped","52027",""
"Battersea Park","https://www.racingcircuits.info/europe/united-kingdom/battersea-park.html","Map of Battersea Park, Prosposed course 2014 proposal","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Battersea/Battersea15p.png","Battersea-Park__Battersea15p__e1e97e31.png","skipped","52043",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, GT Circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-GT-2015.png","Bedford-Autodrome__Bedford-Autodrome-GT-2015__f31a2d45.png","skipped","83645",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, North Circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-North-2015.png","Bedford-Autodrome__Bedford-Autodrome-North-2015__626e14c3.png","skipped","65593",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South Circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-2015.png","Bedford-Autodrome__Bedford-Autodrome-South-2015__08d0f219.png","skipped","68049",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, East Circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-East-2015.png","Bedford-Autodrome__Bedford-Autodrome-East-2015__8a76c503.png","skipped","65696",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, West Circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-West-2015.png","Bedford-Autodrome__Bedford-Autodrome-West-2015__627ba371.png","skipped","72635",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, SEN Circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-SEN-2015.png","Bedford-Autodrome__Bedford-Autodrome-SEN-2015__b660a983.png","skipped","73777",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South West Circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-West-2015.png","Bedford-Autodrome__Bedford-Autodrome-South-West-2015__1b8dc24e.png","skipped","79279",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, GT Circuit 2008-14","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-GT-2008.png","Bedford-Autodrome__Bedford-Autodrome-GT-2008__caa2c05c.png","skipped","85757",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South Circuit 2008-14","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-2008.png","Bedford-Autodrome__Bedford-Autodrome-South-2008__c1e3a855.png","skipped","69192",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, North Circuit 2008-14","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-North-2008.png","Bedford-Autodrome__Bedford-Autodrome-North-2008__8c3e81bc.png","skipped","66560",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, East Circuit 2008-14","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-East-2008.png","Bedford-Autodrome__Bedford-Autodrome-East-2008__0fcf56fc.png","skipped","67108",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, West Circuit 2008-14","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-West-2008.png","Bedford-Autodrome__Bedford-Autodrome-West-2008__be25452b.png","skipped","74740",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, SEN Circuit 2008-14","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-SEN-2008.png","Bedford-Autodrome__Bedford-Autodrome-SEN-2008__5ea4196a.png","skipped","74623",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, GT Circuit 2004-07","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-GT-2004.png","Bedford-Autodrome__Bedford-Autodrome-GT-2004__7276f495.png","skipped","82286",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South West Circuit 2008-14","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-West-2008.png","Bedford-Autodrome__Bedford-Autodrome-South-West-2008__fa64f87f.png","skipped","81355",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, North Circuit 2004-07","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-North-2004.png","Bedford-Autodrome__Bedford-Autodrome-North-2004__84130d52.png","skipped","62002",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South Circuit 2004-07","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-2004.png","Bedford-Autodrome__Bedford-Autodrome-South-2004__e2742d42.png","skipped","67129",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, East Circuit 2004-07","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-East-2004.png","Bedford-Autodrome__Bedford-Autodrome-East-2004__6874de9b.png","skipped","64712",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, SEN Circuit 2004-07","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-SEN-2004.png","Bedford-Autodrome__Bedford-Autodrome-SEN-2004__d5644cdf.png","skipped","72426",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, West Circuit 2004-07","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-West-2004.png","Bedford-Autodrome__Bedford-Autodrome-West-2004__851c94b9.png","skipped","71973",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South West Circuit 2004-07","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-West-2004.png","Bedford-Autodrome__Bedford-Autodrome-South-West-2004__317c54e3.png","skipped","77830",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, GT Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-GT-2003.png","Bedford-Autodrome__Bedford-Autodrome-GT-2003__09a5865e.png","skipped","80587",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, North Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-North-2003.png","Bedford-Autodrome__Bedford-Autodrome-North-2003__d03af099.png","skipped","60504",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-2003.png","Bedford-Autodrome__Bedford-Autodrome-South-2003__60145069.png","skipped","65887",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, East Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-East-2003.png","Bedford-Autodrome__Bedford-Autodrome-East-2003__3cc0e084.png","skipped","63239",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, West Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-West-2003.png","Bedford-Autodrome__Bedford-Autodrome-West-2003__d08ed19b.png","skipped","70003",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, SEN Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-SEN-2003.png","Bedford-Autodrome__Bedford-Autodrome-SEN-2003__c5f42d1c.png","skipped","71068",""
"Bedford Autodrome","https://www.racingcircuits.info/europe/united-kingdom/bedford-autodrome.html","Map of Bedford Autodrome, South West Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Bedford%20Autodrome/Bedford-Autodrome-South-West-2003.png","Bedford-Autodrome__Bedford-Autodrome-South-West-2003__67e49fb2.png","skipped","75740",""
